Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,BIOA,EXTR,Delta_BIOA,Delta_EXTR
13473.5,0.98738,0.0126203,,,,,,0.017894145,0.017668316,0.987379774,0.012620226,2.26315E-07,7.36854E-08
13493.5,0.987398,0.0126019,,,,,,0.017867831,0.017642662,0.987398098,0.012601902,-9.83211E-08,-1.67894E-09
13513.5,0.987416,0.0125836,,,,,,0.017841595,0.017617083,0.987416369,0.012583631,-3.69316E-07,-3.06841E-08
13533.5,0.987435,0.0125654,,,,,,0.017815436,0.017591577,0.987434587,0.012565413,4.1264E-07,-1.26395E-08
13553.6,0.987453,0.0125472,,,,,,0.017789223,0.017566019,0.987452844,0.012547156,1.56313E-07,4.36869E-08
13573.6,0.987471,0.0125291,,,,,,0.017763217,0.017540661,0.987470957,0.012529043,4.3487E-08,5.6513E-08
13593.6,0.987489,0.012511,,,,,,0.017737287,0.017515376,0.987489017,0.012510983,-1.70678E-08,1.70678E-08
13613.6,0.987507,0.012493,,,,,,0.017711432,0.017490164,0.987507026,0.012492974,-2.6042E-08,2.6042E-08
13633.6,0.987525,0.012475,,,,,,0.017685653,0.017465024,0.987524983,0.012475017,1.72668E-08,-1.72668E-08
13653.7,0.987543,0.0124571,,,,,,0.017659821,0.017439832,0.987542977,0.012457023,2.30026E-08,7.69974E-08
13673.7,0.987561,0.0124392,,,,,,0.017634191,0.017414837,0.987560831,0.012439169,1.68801E-07,3.11989E-08
13693.7,0.987579,0.0124214,,,,,,0.017608636,0.017389913,0.987578634,0.012421366,3.66203E-07,3.37972E-08
13713.7,0.987596,0.0124036,,,,,,0.017583155,0.017365061,0.987596385,0.012403615,-3.85483E-07,-1.45167E-08
13733.7,0.987614,0.0123859,,,,,,0.017557748,0.017340279,0.987614086,0.012385914,-8.62517E-08,-1.37483E-08
13753.8,0.987632,0.0123682,,,,,,0.017532287,0.017315445,0.987631825,0.012368175,1.74722E-07,2.52778E-08
13773.8,0.987649,0.0123506,,,,,,0.017507027,0.017290805,0.987649425,0.012350575,-4.24894E-07,2.48942E-08
13793.8,0.987667,0.012333,,,,,,0.017481839,0.017266235,0.987666975,0.012333025,2.503E-08,-2.503E-08
13813.8,0.987684,0.0123155,,,,,,0.017456723,0.017241734,0.987684475,0.012315525,-4.755E-07,-2.45001E-08
13833.8,0.987702,0.012298,,,,,,0.017431679,0.017217303,0.987701926,0.012298074,7.35215E-08,-7.35215E-08
13853.9,0.987719,0.0122806,,,,,,0.017406583,0.01719282,0.987719414,0.012280586,-4.1431E-07,1.43101E-08
13873.9,0.987737,0.0122633,,,,,,0.017381683,0.017168527,0.987736766,0.012263234,2.33826E-07,6.61735E-08
13893.9,0.987754,0.0122459,,,,,,0.017356854,0.017144303,0.987754069,0.012245931,-6.91668E-08,-3.08332E-08
13913.9,0.987771,0.0122287,,,,,,0.017332096,0.017120147,0.987771323,0.012228677,-3.23285E-07,2.32848E-08
13933.9,0.987789,0.0122114,,,,,,0.017307408,0.01709606,0.987788529,0.012211471,4.70781E-07,-7.07807E-08
13954,0.987806,0.0121943,,,,,,0.017282668,0.017071919,0.987805772,0.012194228,2.28004E-07,7.19958E-08
13974,0.987823,0.0121771,,,,,,0.017258121,0.017047967,0.987822881,0.012177119,1.19146E-07,-1.9146E-08
13994,0.98784,0.0121601,,,,,,0.017233644,0.017024082,0.987839942,0.012160058,5.84864E-08,4.15136E-08
14014,0.987857,0.012143,,,,,,0.017209236,0.017000263,0.987856955,0.012143045,4.53336E-08,-4.53336E-08
14034,0.987874,0.0121261,,,,,,0.017184897,0.016976511,0.98787392,0.01212608,7.96925E-08,2.03075E-08
14054.1,0.987891,0.0121091,,,,,,0.017160505,0.016952707,0.987890923,0.012109077,7.65227E-08,2.34773E-08
14074.1,0.987908,0.0120922,,,,,,0.017136304,0.016929088,0.987907794,0.012092206,2.05917E-07,-5.9167E-09
14094.1,0.987925,0.0120754,,,,,,0.017112171,0.016905535,0.987924618,0.012075382,3.8214E-07,1.786E-08
14114.1,0.987941,0.0120586,,,,,,0.017088105,0.016882046,0.987941395,0.012058605,-3.955E-07,-4.50011E-09
14134.1,0.987958,0.0120418,,,,,,0.017064107,0.016858623,0.987958126,0.012041874,-1.26301E-07,-7.36991E-08
14154.2,0.987975,0.0120251,,,,,,0.017040057,0.016835149,0.987974894,0.012025106,1.06076E-07,-6.07645E-09
14174.2,0.987992,0.0120085,,,,,,0.017016194,0.016811856,0.987991532,0.012008468,4.68267E-07,3.17326E-08
14194.2,0.988008,0.0119919,,,,,,0.016992398,0.016788627,0.988008123,0.011991877,-1.23386E-07,2.33859E-08
14214.2,0.988025,0.0119753,,,,,,0.016968668,0.016765462,0.98802467,0.01197533,3.30424E-07,-3.04242E-08
14234.2,0.988041,0.0119588,,,,,,0.016945004,0.016742362,0.98804117,0.01195883,-1.70298E-07,-2.9702E-08
14254.3,0.988058,0.0119423,,,,,,0.016921288,0.016719209,0.988057708,0.011942292,2.92168E-07,7.83225E-09
14274.3,0.988074,0.0119259,,,,,,0.016897756,0.016696236,0.988074118,0.011925882,-1.17608E-07,1.76077E-08
14294.3,0.98809,0.0119095,,,,,,0.01687429,0.016673325,0.988090482,0.011909518,-4.81902E-07,-1.80985E-08
14314.3,0.988107,0.0118932,,,,,,0.016850888,0.016650477,0.988106802,0.011893198,1.97896E-07,2.10408E-09
14334.3,0.988123,0.0118769,,,,,,0.016827552,0.016627692,0.988123077,0.011876923,-7.68161E-08,-2.31839E-08
14354.4,0.988139,0.0118606,,,,,,0.016804163,0.016604856,0.988139389,0.011860611,-3.89029E-07,-1.09714E-08
14374.4,0.988156,0.0118444,,,,,,0.016780956,0.016582195,0.988155575,0.011844425,4.25159E-07,-2.5159E-08
14394.4,0.988172,0.0118283,,,,,,0.016757812,0.016559596,0.988171717,0.011828283,2.82758E-07,1.7242E-08
14414.4,0.988188,0.0118122,,,,,,0.016734733,0.016537059,0.988187815,0.011812185,1.85168E-07,1.48321E-08
14434.4,0.988204,0.0117961,,,,,,0.016711717,0.016514583,0.988203869,0.011796131,1.30998E-07,-3.09979E-08
14454.5,0.98822,0.0117801,,,,,,0.016688649,0.016492056,0.98821996,0.01178004,4.00333E-08,5.99667E-08
14474.5,0.988236,0.0117641,,,,,,0.016665759,0.016469702,0.988235927,0.011764073,7.27138E-08,2.72862E-08
14494.5,0.988252,0.0117482,,,,,,0.016642932,0.016447409,0.988251851,0.011748149,1.48827E-07,5.11729E-08
14514.5,0.988268,0.0117323,,,,,,0.016620168,0.016425175,0.988267732,0.011732268,2.68378E-07,3.16225E-08
14534.5,0.988284,0.0117164,,,,,,0.016597465,0.016403002,0.98828357,0.01171643,4.29974E-07,-2.9974E-08
14554.6,0.988299,0.0117006,,,,,,0.016574712,0.016380778,0.988299444,0.011700556,-4.43821E-07,4.38207E-08
14574.6,0.988315,0.0116848,,,,,,0.016552133,0.016358725,0.988315197,0.011684803,-1.96727E-07,-3.27296E-09
14594.6,0.988331,0.0116691,,,,,,0.016529616,0.016336731,0.988330907,0.011669093,9.31226E-08,6.87742E-09
14614.6,0.988347,0.0116534,,,,,,0.01650716,0.016314795,0.988346575,0.011653425,4.25035E-07,-2.50346E-08
14634.6,0.988362,0.0116378,,,,,,0.016484765,0.016292919,0.988362201,0.011637799,-2.00987E-07,9.87033E-10
14654.7,0.988378,0.0116222,,,,,,0.01646232,0.016270992,0.988377862,0.011622138,1.37608E-07,6.23917E-08
14674.7,0.988393,0.0116066,,,,,,0.016440046,0.016249233,0.988393405,0.011606595,-4.04969E-07,4.96873E-09
14694.7,0.988409,0.0115911,,,,,,0.016417833,0.016227532,0.988408905,0.011591095,9.45326E-08,5.46737E-09
14714.7,0.988424,0.0115756,,,,,,0.016395679,0.016205889,0.988424365,0.011575635,-3.65279E-07,-3.47206E-08
14734.7,0.98844,0.0115602,,,,,,0.016373586,0.016184304,0.988439783,0.011560217,2.16995E-07,-1.69949E-08
14754.8,0.988455,0.0115448,,,,,,0.016351442,0.016162668,0.988455237,0.011544763,-2.36804E-07,3.68041E-08
14774.8,0.988471,0.0115294,,,,,,0.016329467,0.016141197,0.988470573,0.011529427,4.2686E-07,-2.68604E-08
14794.8,0.988486,0.0115141,,,,,,0.016307551,0.016119784,0.988485869,0.011514131,1.31227E-07,-3.1227E-08
14814.8,0.988501,0.0114989,,,,,,0.016285694,0.016098427,0.988501124,0.011498876,-1.23701E-07,2.37005E-08
14834.8,0.988516,0.0114836,,,,,,0.016263896,0.016077127,0.988516338,0.011483662,-3.37918E-07,-6.20816E-08
14854.9,0.988532,0.0114684,,,,,,0.016242047,0.016055777,0.988531588,0.011468412,4.11798E-07,-1.17975E-08
14874.9,0.988547,0.0114533,,,,,,0.016220365,0.016034589,0.988546722,0.011453278,2.77612E-07,2.23881E-08
14894.9,0.988562,0.0114382,,,,,,0.016198741,0.016013457,0.988561817,0.011438183,1.83449E-07,1.65509E-08
14914.9,0.988577,0.0114231,,,,,,0.016177175,0.015992381,0.988576871,0.011423129,1.29313E-07,-2.93129E-08
14934.9,0.988592,0.0114081,,,,,,0.016155666,0.01597136,0.988591885,0.011408115,1.14509E-07,-1.45088E-08
14955,0.988607,0.0113931,,,,,,0.016134107,0.01595029,0.988606936,0.011393064,6.43434E-08,3.56566E-08
14975,0.988622,0.0113781,,,,,,0.016112712,0.015929379,0.988621872,0.011378128,1.28212E-07,-2.82122E-08
14995,0.988637,0.0113632,,,,,,0.016091374,0.015908524,0.988636769,0.011363231,2.31424E-07,-3.14238E-08
15015,0.988652,0.0113484,,,,,,0.016070092,0.015887723,0.988651627,0.011348373,3.73284E-07,2.67162E-08
15035,0.988666,0.0113335,,,,,,0.016048867,0.015866976,0.988666446,0.011333554,-4.45506E-07,-5.44938E-08
15055.1,0.988681,0.0113187,,,,,,0.016027591,0.01584618,0.9886813,0.0113187,-3.00349E-07,3.49041E-10
15075.1,0.988696,0.011304,,,,,,0.016006478,0.015825541,0.988696042,0.011303958,-4.1827E-08,4.1827E-08
15095.1,0.988711,0.0112893,,,,,,0.01598542,0.015804957,0.988710745,0.011289255,2.54659E-07,4.53409E-08
15115.1,0.988725,0.0112746,,,,,,0.015964418,0.015784425,0.98872541,0.01127459,-4.10189E-07,1.01889E-08
15135.1,0.98874,0.0112599,,,,,,0.01594347,0.015763947,0.988740038,0.011259962,-3.77644E-08,-6.22356E-08
15155.2,0.988755,0.0112453,,,,,,0.015922473,0.01574342,0.9887547,0.0112453,3.0001E-07,-1.01511E-11
15175.2,0.988769,0.0112308,,,,,,0.015901636,0.015723048,0.988769251,0.011230749,-2.50917E-07,5.09171E-08
15195.2,0.988784,0.0112162,,,,,,0.015880853,0.015702729,0.988783765,0.011216235,2.35438E-07,-3.54384E-08
15215.2,0.988798,0.0112017,,,,,,0.015860124,0.015682463,0.988798241,0.011201759,-2.4092E-07,-5.908E-08
15235.2,0.988813,0.0111873,,,,,,0.015839449,0.015662248,0.98881268,0.01118732,3.20011E-07,-2.00109E-08
15255.3,0.988827,0.0111729,,,,,,0.015818725,0.015641985,0.988827154,0.011172846,-1.53702E-07,5.37022E-08
15275.3,0.988842,0.0111585,,,,,,0.015798158,0.015621875,0.988841518,0.011158482,4.81815E-07,1.81848E-08
15295.3,0.988856,0.0111442,,,,,,0.015777644,0.015601816,0.988855846,0.011144154,1.53933E-07,4.60667E-08
15315.3,0.98887,0.0111299,,,,,,0.015757184,0.015581809,0.988870137,0.011129863,-1.36646E-07,3.66463E-08
15335.3,0.988884,0.0111156,,,,,,0.015736776,0.015561853,0.988884391,0.011115609,-3.91317E-07,-8.6829E-09
15355.4,0.988899,0.0111014,,,,,,0.01571632,0.015541848,0.98889868,0.01110132,3.20072E-07,7.99276E-08
15375.4,0.988913,0.0110872,,,,,,0.015696018,0.015521994,0.988912861,0.011087139,1.38623E-07,6.13767E-08
15395.4,0.988927,0.011073,,,,,,0.015675769,0.015502191,0.988927006,0.011072994,-6.20915E-09,6.20915E-09
15415.4,0.988941,0.0110589,,,,,,0.015655572,0.015482439,0.988941115,0.011058885,-1.1512E-07,1.51203E-08
15435.4,0.988955,0.0110448,,,,,,0.015635426,0.015462736,0.988955189,0.011044811,-1.88806E-07,-1.11942E-08
15455.5,0.988969,0.0110307,,,,,,0.015615233,0.015442986,0.988969296,0.011030704,-2.95727E-07,-4.2733E-09
15475.5,0.988983,0.0110167,,,,,,0.015595191,0.015423383,0.988983298,0.011016702,-2.97556E-07,-2.44371E-09
15495.5,0.988997,0.0110027,,,,,,0.015575201,0.015403831,0.988997263,0.011002737,-2.63452E-07,-3.65477E-08
15515.5,0.989011,0.0109888,,,,,,0.015555262,0.015384328,0.989011194,0.010988806,-1.9411E-07,-5.88952E-09
15535.5,0.989025,0.0109749,,,,,,0.015535373,0.015364874,0.98902509,0.01097491,-9.02264E-08,-9.77359E-09
15555.6,0.989039,0.010961,,,,,,0.015515437,0.015345373,0.98903902,0.01096098,-1.95723E-08,1.95723E-08
15575.6,0.989053,0.0109472,,,,,,0.015495651,0.015326017,0.989052845,0.010947155,1.55499E-07,4.45008E-08
15595.6,0.989067,0.0109334,,,,,,0.015475915,0.015306711,0.989066635,0.010933365,3.65122E-07,3.48781E-08
15615.6,0.98908,0.0109196,,,,,,0.015456229,0.015287453,0.989080391,0.010919609,-3.90701E-07,-9.29864E-09
15635.6,0.989094,0.0109059,,,,,,0.015436593,0.015268243,0.989094112,0.010905888,-1.11968E-07,1.19678E-08
15655.7,0.989108,0.0108922,,,,,,0.015416909,0.015248986,0.989107867,0.010892133,1.32842E-07,6.71577E-08
15675.7,0.989122,0.0108785,,,,,,0.015397373,0.015229873,0.989121519,0.010878481,4.80696E-07,1.93035E-08
15695.7,0.989135,0.0108649,,,,,,0.015377886,0.015210808,0.989135138,0.010864862,-1.37583E-07,3.75826E-08
15715.7,0.989149,0.0108513,,,,,,0.015358449,0.01519179,0.989148721,0.010851279,2.78707E-07,2.12933E-08
15735.7,0.989162,0.0108377,,,,,,0.01533906,0.01517282,0.989162272,0.010837728,-2.7183E-07,-2.81695E-08
15755.8,0.989176,0.0108242,,,,,,0.015319624,0.015153803,0.989175856,0.010824144,1.44412E-07,5.55875E-08
15775.8,0.989189,0.0108107,,,,,,0.015300334,0.015134927,0.989189338,0.010810662,-3.37675E-07,3.76745E-08
15795.8,0.989203,0.0107972,,,,,,0.015281092,0.015116099,0.989202787,0.010797213,2.1342E-07,-1.34203E-08
15815.8,0.989216,0.0107838,,,,,,0.015261898,0.015097317,0.989216202,0.010783798,-2.023E-07,2.30039E-09
15835.8,0.98923,0.0107704,,,,,,0.015242753,0.015078582,0.989229584,0.010770416,4.15865E-07,-1.58652E-08
15855.9,0.989243,0.010757,,,,,,0.01522356,0.0150598,0.989243,0.010757,1.16646E-10,-1.16646E-10
15875.9,0.989256,0.0107437,,,,,,0.01520451,0.015041158,0.989256316,0.010743684,-3.16036E-07,1.60359E-08
15895.9,0.98927,0.0107304,,,,,,0.015185509,0.015022562,0.989269598,0.010730402,4.01706E-07,-1.70594E-09
15915.9,0.989283,0.0107171,,,,,,0.015166554,0.015004012,0.989282849,0.010717151,1.51248E-07,-5.12478E-08
15935.9,0.989296,0.0107039,,,,,,0.015147647,0.014985508,0.989296066,0.010703934,-6.60097E-08,-3.39903E-08
15956,0.989309,0.0106907,,,,,,0.015128693,0.014966957,0.989309316,0.010690684,-3.16478E-07,1.64778E-08
15976,0.989322,0.0106775,,,,,,0.01510988,0.014948544,0.989322469,0.010677531,-4.68726E-07,-3.12741E-08
15996,0.989336,0.0106644,,,,,,0.015091114,0.014930176,0.989335588,0.010664412,4.11536E-07,-1.15356E-08
16016,0.989349,0.0106513,,,,,,0.015072394,0.014911853,0.989348676,0.010651324,3.2361E-07,-2.36099E-08
16036,0.989362,0.0106382,,,,,,0.015053721,0.014893575,0.989361732,0.010638268,2.68199E-07,-6.8199E-08
16056.1,0.989375,0.0106252,,,,,,0.015035001,0.014875251,0.98937482,0.01062518,1.79582E-07,2.04183E-08
16076.1,0.989388,0.0106122,,,,,,0.01501642,0.014857063,0.989387812,0.010612188,1.87808E-07,1.21923E-08
16096.1,0.989401,0.0105992,,,,,,0.014997885,0.014838919,0.989400772,0.010599228,2.27857E-07,-2.78568E-08
16116.1,0.989414,0.0105863,,,,,,0.014979396,0.014820819,0.9894137,0.0105863,2.99732E-07,2.68467E-10
16136.1,0.989427,0.0105734,,,,,,0.014960952,0.014802764,0.989426597,0.010573403,4.02735E-07,-2.73514E-09
16156.2,0.989439,0.0105605,,,,,,0.014942462,0.014784662,0.989439527,0.010560473,-5.26764E-07,2.67643E-08
16176.2,0.989452,0.0105477,,,,,,0.014924109,0.014766695,0.989452361,0.010547639,-3.60798E-07,6.0798E-08
16196.2,0.989465,0.0105348,,,,,,0.014905801,0.014748771,0.989465164,0.010534836,-1.63695E-07,-3.63046E-08
16216.2,0.989478,0.0105221,,,,,,0.014887538,0.01473089,0.989477935,0.010522065,6.45459E-08,3.54541E-08
16236.2,0.989491,0.0105093,,,,,,0.01486932,0.014713053,0.989490676,0.010509324,3.23928E-07,-2.39282E-08
16256.3,0.989503,0.0104966,,,,,,0.014851055,0.01469517,0.98950345,0.01049655,-4.49888E-07,4.98879E-08
16276.3,0.989516,0.0104839,,,,,,0.014832926,0.014677419,0.989516129,0.010483871,-1.28917E-07,2.89171E-08
16296.3,0.989529,0.0104712,,,,,,0.014814841,0.014659711,0.989528777,0.010471223,2.22503E-07,-2.25025E-08
16316.3,0.989541,0.0104586,,,,,,0.0147968,0.014642046,0.989541396,0.010458604,-3.95627E-07,-4.37343E-09
16336.3,0.989554,0.010446,,,,,,0.014778803,0.014624423,0.989553983,0.010446017,1.66979E-08,-1.66979E-08
16356.4,0.989567,0.0104334,,,,,,0.01476076,0.014606755,0.989566603,0.010433397,3.96527E-07,3.47294E-09
16376.4,0.989579,0.0104209,,,,,,0.01474285,0.014589217,0.989579131,0.010420869,-1.30935E-07,3.09353E-08
16396.4,0.989592,0.0104084,,,,,,0.014724984,0.014571721,0.989591628,0.010408372,3.72063E-07,2.79372E-08
16416.4,0.989604,0.0103959,,,,,,0.014707161,0.014554267,0.989604095,0.010395905,-9.51757E-08,-4.82429E-09
16436.4,0.989617,0.0103834,,,,,,0.014689381,0.014536855,0.989616533,0.010383467,4.67351E-07,-6.73514E-08
16456.5,0.989629,0.010371,,,,,,0.014671556,0.014519397,0.989629002,0.010370998,-1.91371E-09,1.91371E-09
16476.5,0.989641,0.0103586,,,,,,0.014653862,0.014502068,0.98964138,0.01035862,-3.7985E-07,-2.01499E-08
16496.5,0.989654,0.0103463,,,,,,0.014636211,0.014484781,0.989653728,0.010346272,2.71986E-07,2.80142E-08
16516.5,0.989666,0.0103339,,,,,,0.014618602,0.014467534,0.989666047,0.010333953,-4.71032E-08,-5.28968E-08
16536.5,0.989678,0.0103216,,,,,,0.014601036,0.014450329,0.989678336,0.010321664,-3.36415E-07,-6.35846E-08
16556.6,0.989691,0.0103094,,,,,,0.014583424,0.014433078,0.989690658,0.010309342,3.41784E-07,5.8216E-08
16576.6,0.989703,0.0102971,,,,,,0.014565942,0.014415955,0.989702889,0.010297111,1.10631E-07,-1.06313E-08
16596.6,0.989715,0.0102849,,,,,,0.014548502,0.014398872,0.989715091,0.010284909,-9.14377E-08,-8.56229E-09
16616.6,0.989727,0.0102727,,,,,,0.014531103,0.014381829,0.989727265,0.010272735,-2.6512E-07,-3.48796E-08
16636.6,0.989739,0.0102606,,,,,,0.014513746,0.014364827,0.98973941,0.01026059,-4.09715E-07,9.71515E-09
16656.7,0.989752,0.0102484,,,,,,0.014496344,0.01434778,0.989751586,0.010248414,4.13905E-07,-1.39047E-08
16676.7,0.989764,0.0102363,,,,,,0.01447907,0.014330858,0.989763673,0.010236327,3.26791E-07,-2.67913E-08
16696.7,0.989776,0.0102243,,,,,,0.014461837,0.014313976,0.989775732,0.010224268,2.68073E-07,3.19274E-08
16716.7,0.989788,0.0102122,,,,,,0.014444645,0.014297133,0.989787762,0.010212238,2.37751E-07,-3.77507E-08
16736.7,0.9898,0.0102002,,,,,,0.014427494,0.01428033,0.989799764,0.010200236,2.35828E-07,-3.58277E-08
16756.8,0.989812,0.0101882,,,,,,0.014410298,0.014263483,0.989811798,0.010188202,2.02122E-07,-2.12238E-09
16776.8,0.989824,0.0101763,,,,,,0.014393229,0.01424676,0.989823743,0.010176257,2.57002E-07,4.29981E-08
16796.8,0.989836,0.0101643,,,,,,0.014376199,0.014230075,0.989835661,0.010164339,3.38887E-07,-3.88868E-08
16816.8,0.989848,0.0101524,,,,,,0.01435921,0.014213429,0.989847551,0.010152449,4.49179E-07,-4.91787E-08
16836.8,0.989859,0.0101406,,,,,,0.014342261,0.014196822,0.989859413,0.010140587,-4.1282E-07,1.282E-08
16856.9,0.989871,0.0101287,,,,,,0.014325268,0.014180172,0.989871306,0.010128694,-3.05898E-07,5.89821E-09
16876.9,0.989883,0.0101169,,,,,,0.014308399,0.014163643,0.989883112,0.010116888,-1.12474E-07,1.24738E-08
16896.9,0.989895,0.0101051,,,,,,0.01429157,0.014147152,0.989894891,0.010105109,1.08666E-07,-8.66582E-09
16916.9,0.989907,0.0100933,,,,,,0.01427478,0.0141307,0.989906643,0.010093357,3.56823E-07,-5.68228E-08
16936.9,0.989918,0.0100816,,,,,,0.01425803,0.014114285,0.989918367,0.010081633,-3.67301E-07,-3.26989E-08
16957,0.98993,0.0100699,,,,,,0.014241235,0.014097828,0.989930123,0.010069877,-1.23201E-07,2.32014E-08
16977,0.989942,0.0100582,,,,,,0.014224563,0.01408149,0.989941793,0.010058207,2.06718E-07,-6.71777E-09
16997,0.989953,0.0100466,,,,,,0.014207931,0.01406519,0.989953436,0.010046564,-4.35638E-07,3.5638E-08
17017,0.989965,0.0100349,,,,,,0.014191337,0.014048927,0.989965052,0.010034948,-5.16668E-08,-4.83332E-08
17037,0.989977,0.0100233,,,,,,0.014174782,0.014032703,0.989976641,0.010023359,3.59333E-07,-5.93332E-08
17057.1,0.989988,0.0100118,,,,,,0.014158182,0.014016434,0.989988261,0.010011739,-2.6144E-07,6.14405E-08
17077.1,0.99,0.0100002,,,,,,0.014141705,0.014000285,0.989999796,0.010000204,2.03622E-07,-3.62174E-09
17097.1,0.990011,0.0099887,,,,,,0.014125265,0.013984172,0.990011306,0.009988694,-3.05682E-07,5.68161E-09
17117.1,0.990023,0.0099772,,,,,,0.014108863,0.013968096,0.990022789,0.009977211,2.11351E-07,-1.13514E-08
17137.1,0.990034,0.00996573,,,,,,0.0140925,0.013952058,0.990034245,0.009965755,-2.44577E-07,-2.54226E-08
17157.2,0.990046,0.00995429,,,,,,0.014076093,0.013935976,0.990045732,0.009954268,2.68423E-07,2.15772E-08
17177.2,0.990057,0.00994288,,,,,,0.014059805,0.013920011,0.990057136,0.009942864,-1.35525E-07,1.55255E-08
17197.2,0.990069,0.00993149,,,,,,0.014043555,0.013904082,0.990068513,0.009931487,4.8687E-07,3.13006E-09
17217.2,0.99008,0.00992013,,,,,,0.014027343,0.01388819,0.990079864,0.009920136,1.35611E-07,-5.61084E-09
17237.2,0.990091,0.00990879,,,,,,0.014011168,0.013872334,0.99009119,0.00990881,-1.90001E-07,-1.99989E-08
17257.3,0.990103,0.00989748,,,,,,0.01399495,0.013856435,0.990102546,0.009897454,4.54018E-07,2.59815E-08
17277.3,0.990114,0.00988619,,,,,,0.013978849,0.013840652,0.99011382,0.00988618,1.79705E-07,1.02952E-08
17297.3,0.990125,0.00987493,,,,,,0.013962786,0.013824904,0.990125068,0.009874932,-6.82562E-08,-1.74378E-09
17317.3,0.990136,0.0098637,,,,,,0.013946759,0.013809193,0.990136291,0.009863709,-2.91263E-07,-8.73672E-09
17337.3,0.990148,0.00985249,,,,,,0.01393077,0.013793516,0.990147488,0.009852512,5.12086E-07,-2.20859E-08
17357.4,0.990159,0.00984131,,,,,,0.013914737,0.013777798,0.990158716,0.009841284,2.84369E-07,2.56312E-08
17377.4,0.99017,0.00983015,,,,,,0.01389882,0.013762193,0.990169862,0.009830138,1.37633E-07,1.23668E-08
17397.4,0.990181,0.00981902,,,,,,0.01388294,0.013746623,0.990180983,0.009819017,1.65588E-08,3.44125E-09
17417.4,0.990192,0.00980791,,,,,,0.013867096,0.013731089,0.99019208,0.00980792,-7.95531E-08,-1.04469E-08
17437.4,0.990203,0.00979683,,,,,,0.013851288,0.013715589,0.990203151,0.009796849,-1.50701E-07,-1.92992E-08
17457.5,0.990214,0.00978577,,,,,,0.013835438,0.013700048,0.990214252,0.009785748,-2.51512E-07,2.15118E-08
17477.5,0.990225,0.00977474,,,,,,0.013819702,0.013684618,0.990225273,0.009774727,-2.72727E-07,1.27272E-08
17497.5,0.990236,0.00976373,,,,,,0.013804002,0.013669224,0.990236269,0.009763731,-2.68973E-07,-1.0267E-09
17517.5,0.990247,0.00975275,,,,,,0.013788338,0.013653864,0.99024724,0.00975276,-2.40248E-07,-9.75151E-09
17537.5,0.990258,0.00974179,,,,,,0.013772709,0.013638538,0.990258187,0.009741813,-1.87252E-07,-2.27485E-08
17557.6,0.990269,0.00973086,,,,,,0.013757038,0.01362317,0.990269164,0.009730836,-1.63916E-07,2.39156E-08
17577.6,0.99028,0.00971995,,,,,,0.01374148,0.013607914,0.990280062,0.009719938,-6.16701E-08,1.16701E-08
17597.6,0.990291,0.00970907,,,,,,0.013725957,0.013592691,0.990290935,0.009709065,6.48524E-08,5.14762E-09
17617.6,0.990302,0.00969821,,,,,,0.013710469,0.013577502,0.990301784,0.009698216,2.15654E-07,-5.65352E-09
17637.6,0.990313,0.00968737,,,,,,0.013695016,0.013562347,0.990312609,0.009687391,3.90735E-07,-2.07349E-08
17657.7,0.990323,0.00967656,,,,,,0.013679521,0.013547151,0.990323464,0.009676536,-4.63843E-07,2.38426E-08
17677.7,0.990334,0.00966577,,,,,,0.013664138,0.013532064,0.99033424,0.00966576,-2.40197E-07,1.0197E-08
17697.7,0.990345,0.00965501,,,,,,0.013648789,0.01351701,0.990344993,0.009655007,7.03301E-09,2.96699E-09
17717.7,0.990356,0.00964427,,,,,,0.013633475,0.01350199,0.990355721,0.009644279,2.7855E-07,-8.54964E-09
17737.7,0.990366,0.00963355,,,,,,0.013618195,0.013487003,0.990366426,0.009633574,-4.26346E-07,-2.36539E-08
17757.8,0.990377,0.00962286,,,,,,0.013602873,0.013471975,0.990377161,0.009622839,-1.60899E-07,2.08987E-08
17777.8,0.990388,0.00961219,,,,,,0.013587662,0.013457055,0.990387818,0.009612182,1.82085E-07,7.91518E-09
17797.8,0.990398,0.00960155,,,,,,0.013572485,0.013442168,0.990398451,0.009601549,-4.51339E-07,1.33941E-09
17817.8,0.990409,0.00959093,,,,,,0.013557341,0.013427313,0.990409062,0.009590938,-6.18705E-08,-8.12948E-09
17837.8,0.99042,0.00958033,,,,,,0.013542231,0.013412492,0.990419649,0.009580351,3.51194E-07,-2.11936E-08
17857.9,0.99043,0.00956976,,,,,,0.01352708,0.013397629,0.990430265,0.009569735,-2.64696E-07,2.46964E-08
17877.9,0.990441,0.00955921,,,,,,0.013512037,0.013382873,0.990440805,0.009559195,1.94861E-07,1.5139E-08
17897.9,0.990451,0.00954868,,,,,,0.013497028,0.013368149,0.990451322,0.009548678,-3.21982E-07,1.98184E-09
17917.9,0.990462,0.00953817,,,,,,0.013482052,0.013353458,0.990461816,0.009538184,1.84076E-07,-1.40759E-08
17937.9,0.990472,0.00952769,,,,,,0.01346711,0.013338799,0.990472286,0.009527714,-2.86264E-07,-2.37365E-08
17958,0.990483,0.00951724,,,,,,0.013452126,0.013324099,0.990482786,0.009517214,2.13744E-07,2.6256E-08
